Date,Location,MinTemp,MaxTemp
1/1/2017,MountGinini,12.3,17.9
1/2/2017,MountGinini,9.1,20.1
1/3/2017,MountGinini,4.9,18.1
1/4/2017,MountGinini,7.1,16.1
1/5/2017,MountGinini,5.7,19.6
1/6/2017,MountGinini,9.6,20
1/7/2017,MountGinini,8.5,22.5
1/8/2017,MountGinini,12.2,19.9
1/9/2017,MountGinini,15.4,24.4
1/10/2017,MountGinini,12.4,22.2
1/11/2017,MountGinini,14.8,23.9
1/12/2017,MountGinini,12,25
1/13/2017,MountGinini,10.5,25.9
1/14/2017,MountGinini,9.6,17.7
1/15/2017,MountGinini,7.1,21.2
1/16/2017,MountGinini,9.6,24.9
1/17/2017,MountGinini,13.9,27.3
1/18/2017,MountGinini,18.9,25.4
1/19/2017,MountGinini,7.6,17.8
1/20/2017,MountGinini,8.3,16.5
1/21/2017,MountGinini,7.6,21.6
1/22/2017,MountGinini,6.5,22.6
1/23/2017,MountGinini,13.1,24.4
1/24/2017,MountGinini,15.4,20.1
1/25/2017,MountGinini,9.3,18.6
1/26/2017,MountGinini,10.5,23.8
1/27/2017,MountGinini,8.5,22.6
1/28/2017,MountGinini,12.8,24.2
1/29/2017,MountGinini,13.8,25.5
1/30/2017,MountGinini,16.3,28
1/31/2017,MountGinini,15.8,24.1
2/1/2017,MountGinini,11,20.2
2/2/2017,MountGinini,8.3,21
2/3/2017,MountGinini,8.7,22.7
2/4/2017,MountGinini,10.4,23.6
2/5/2017,MountGinini,14.8,24.3
2/6/2017,MountGinini,13.5,22
2/7/2017,MountGinini,12.5,15.7
2/8/2017,MountGinini,9.2,15
2/9/2017,MountGinini,11,25.1
2/10/2017,MountGinini,14.7,30.2
2/11/2017,MountGinini,19.6,28.6
2/12/2017,MountGinini,15.8,18.8
2/13/2017,MountGinini,1.5,17.5
2/14/2017,MountGinini,5.3,18.6
2/15/2017,MountGinini,5.2,18.7
2/16/2017,MountGinini,8.5,23.7
2/17/2017,MountGinini,14.6,23.9
2/18/2017,MountGinini,9,15.7
2/19/2017,MountGinini,1.7,13
2/20/2017,MountGinini,-1.6,10.8
2/21/2017,MountGinini,0.5,17.5
2/22/2017,MountGinini,7.5,22.1
2/23/2017,MountGinini,13.3,25.1
2/24/2017,MountGinini,13.8,24.1
2/25/2017,MountGinini,9.5,11.2
2/26/2017,MountGinini,4.7,16.7
2/27/2017,MountGinini,5.6,16.2
2/28/2017,MountGinini,7.5,18
