,Date,Location,MinTemp,MaxTemp
609,1/12/2016,MountGinini,17.1,26.4
610,1/13/2016,MountGinini,14.1,28.3
611,1/14/2016,MountGinini,15.9,21.6
612,1/15/2016,MountGinini,-0.5,10.6
613,1/16/2016,MountGinini,2.0,14.9
614,1/17/2016,MountGinini,4.4,16.4
615,1/18/2016,MountGinini,7.4,22.3
616,1/19/2016,MountGinini,11.5,24.5
617,1/20/2016,MountGinini,15.0,23.9
618,1/21/2016,MountGinini,14.7,23.9
619,1/22/2016,MountGinini,13.5,17.2
620,1/23/2016,MountGinini,10.9,19.4
621,1/24/2016,MountGinini,10.1,21.0
622,1/25/2016,MountGinini,10.2,17.4
623,1/26/2016,MountGinini,9.8,16.4
624,1/27/2016,MountGinini,9.7,13.7
625,1/28/2016,MountGinini,9.9,21.3
626,1/29/2016,MountGinini,10.8,14.7
627,1/30/2016,MountGinini,7.9,16.7
628,1/31/2016,MountGinini,5.0,8.8
629,2/1/2016,MountGinini,4.4,12.4
630,2/2/2016,MountGinini,6.4,18.7
631,2/3/2016,MountGinini,10.9,16.4
632,2/4/2016,MountGinini,7.5,15.8
633,2/5/2016,MountGinini,4.2,15.4
634,2/6/2016,MountGinini,6.1,17.0
635,2/7/2016,MountGinini,8.1,20.1
636,2/8/2016,MountGinini,11.6,22.5
637,2/9/2016,MountGinini,11.3,22.5
638,2/10/2016,MountGinini,11.3,22.5
639,2/11/2016,MountGinini,12.0,21.6
640,2/12/2016,MountGinini,9.7,20.4
641,2/13/2016,MountGinini,12.1,23.2
642,2/14/2016,MountGinini,14.8,22.8
643,2/15/2016,MountGinini,8.5,19.9
644,2/16/2016,MountGinini,6.5,17.7
645,2/17/2016,MountGinini,3.0,17.0
646,2/18/2016,MountGinini,6.1,20.2
647,2/19/2016,MountGinini,9.2,20.9
648,2/20/2016,MountGinini,10.9,20.8
649,2/21/2016,MountGinini,9.5,21.1
650,2/22/2016,MountGinini,10.4,23.0
651,2/23/2016,MountGinini,12.4,24.9
652,2/24/2016,MountGinini,16.6,26.2
653,2/25/2016,MountGinini,15.5,26.1
654,2/26/2016,MountGinini,10.0,23.4
655,2/27/2016,MountGinini,9.9,19.1
656,2/28/2016,MountGinini,9.0,22.0
657,2/29/2016,MountGinini,10.1,19.8
658,12/1/2016,MountGinini,7.7,18.9
659,12/2/2016,MountGinini,10.2,20.2
660,12/3/2016,MountGinini,9.9,20.5
661,12/4/2016,MountGinini,11.8,23.2
662,12/5/2016,MountGinini,12.8,22.9
663,12/6/2016,MountGinini,11.0,14.2
664,12/7/2016,MountGinini,5.3,17.0
665,12/8/2016,MountGinini,9.4,19.2
666,12/9/2016,MountGinini,1.1,11.4
667,12/10/2016,MountGinini,2.6,16.3
668,12/11/2016,MountGinini,4.4,18.8
669,12/12/2016,MountGinini,7.5,20.6
670,12/13/2016,MountGinini,12.5,22.5
671,12/14/2016,MountGinini,13.5,15.9
672,12/15/2016,MountGinini,7.3,8.8
673,12/16/2016,MountGinini,5.8,12.0
674,12/17/2016,MountGinini,7.0,16.3
675,12/18/2016,MountGinini,2.2,15.5
676,12/19/2016,MountGinini,2.3,16.9
677,12/20/2016,MountGinini,6.9,18.5
678,12/21/2016,MountGinini,6.3,19.6
679,12/22/2016,MountGinini,7.3,19.3
680,12/23/2016,MountGinini,7.0,22.5
681,12/24/2016,MountGinini,11.8,22.4
682,12/25/2016,MountGinini,10.3,21.2
683,12/26/2016,MountGinini,11.5,21.3
684,12/27/2016,MountGinini,12.7,21.8
685,12/28/2016,MountGinini,12.9,20.4
686,12/29/2016,MountGinini,12.8,17.9
687,12/30/2016,MountGinini,14.0,18.5
688,12/31/2016,MountGinini,11.4,21.2
689,1/1/2017,MountGinini,12.3,17.9
690,1/2/2017,MountGinini,9.1,20.1
691,1/3/2017,MountGinini,4.9,18.1
692,1/4/2017,MountGinini,7.1,16.1
693,1/5/2017,MountGinini,5.7,19.6
694,1/6/2017,MountGinini,9.6,20.0
695,1/7/2017,MountGinini,8.5,22.5
696,1/8/2017,MountGinini,12.2,19.9
697,1/9/2017,MountGinini,15.4,24.4
698,1/10/2017,MountGinini,12.4,22.2
699,1/11/2017,MountGinini,14.8,23.9
700,1/12/2017,MountGinini,12.0,25.0
701,1/13/2017,MountGinini,10.5,25.9
702,1/14/2017,MountGinini,9.6,17.7
703,1/15/2017,MountGinini,7.1,21.2
704,1/16/2017,MountGinini,9.6,24.9
705,1/17/2017,MountGinini,13.9,27.3
706,1/18/2017,MountGinini,18.9,25.4
707,1/19/2017,MountGinini,7.6,17.8
708,1/20/2017,MountGinini,8.3,16.5
709,1/21/2017,MountGinini,7.6,21.6
710,1/22/2017,MountGinini,6.5,22.6
711,1/23/2017,MountGinini,13.1,24.4
712,1/24/2017,MountGinini,15.4,20.1
713,1/25/2017,MountGinini,9.3,18.6
714,1/26/2017,MountGinini,10.5,23.8
715,1/27/2017,MountGinini,8.5,22.6
716,1/28/2017,MountGinini,12.8,24.2
717,1/29/2017,MountGinini,13.8,25.5
718,1/30/2017,MountGinini,16.3,28.0
719,1/31/2017,MountGinini,15.8,24.1
720,2/1/2017,MountGinini,11.0,20.2
721,2/2/2017,MountGinini,8.3,21.0
722,2/3/2017,MountGinini,8.7,22.7
723,2/4/2017,MountGinini,10.4,23.6
724,2/5/2017,MountGinini,14.8,24.3
725,2/6/2017,MountGinini,13.5,22.0
726,2/7/2017,MountGinini,12.5,15.7
727,2/8/2017,MountGinini,9.2,15.0
728,2/9/2017,MountGinini,11.0,25.1
729,2/10/2017,MountGinini,14.7,30.2
730,2/11/2017,MountGinini,19.6,28.6
731,2/12/2017,MountGinini,15.8,18.8
732,2/13/2017,MountGinini,1.5,17.5
733,2/14/2017,MountGinini,5.3,18.6
734,2/15/2017,MountGinini,5.2,18.7
735,2/16/2017,MountGinini,8.5,23.7
736,2/17/2017,MountGinini,14.6,23.9
737,2/18/2017,MountGinini,9.0,15.7
738,2/19/2017,MountGinini,1.7,13.0
739,2/20/2017,MountGinini,-1.6,10.8
740,2/21/2017,MountGinini,0.5,17.5
741,2/22/2017,MountGinini,7.5,22.1
742,2/23/2017,MountGinini,13.3,25.1
743,2/24/2017,MountGinini,13.8,24.1
744,2/25/2017,MountGinini,9.5,11.2
745,2/26/2017,MountGinini,4.7,16.7
746,2/27/2017,MountGinini,5.6,16.2
747,2/28/2017,MountGinini,7.5,18.0
